"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
-116.750000,32.850000,17.000000,4863.000000,845.000000,2266.000000,769.000000,4.232100,217400.000000
-116.750000,32.820000,17.000000,3348.000000,481.000000,1222.000000,443.000000,6.636100,308600.000000
-116.760000,34.290000,14.000000,3959.000000,849.000000,1064.000000,376.000000,2.821400,111400.000000
-116.760000,34.140000,4.000000,42.000000,10.000000,9.000000,3.000000,0.536000,42500.000000
-116.760000,33.460000,6.000000,1251.000000,268.000000,544.000000,216.000000,3.069400,173400.000000
-116.760000,32.840000,16.000000,3311.000000,702.000000,1627.000000,624.000000,3.119600,187200.000000
-116.760000,32.740000,14.000000,4085.000000,751.000000,2129.000000,688.000000,4.736700,214500.000000
-116.770000,33.920000,19.000000,2307.000000,525.000000,1266.000000,437.000000,1.687500,63000.000000
-116.780000,33.000000,7.000000,12480.000000,1946.000000,5102.000000,1697.000000,5.510200,221000.000000
-116.790000,33.990000,16.000000,319.000000,68.000000,212.000000,67.000000,1.468800,90000.000000
-116.790000,32.840000,12.000000,4281.000000,786.000000,1891.000000,721.000000,3.576900,231800.000000
-116.790000,32.610000,19.000000,2652.000000,520.000000,1421.000000,491.000000,3.522700,206100.000000
-116.800000,33.800000,35.000000,324.000000,63.000000,158.000000,39.000000,3.416700,100000.000000
-116.800000,32.800000,11.000000,3874.000000,565.000000,1672.000000,546.000000,6.148100,274600.000000
-116.820000,34.240000,11.000000,5799.000000,1527.000000,713.000000,262.000000,2.514700,84700.000000
-116.830000,34.250000,15.000000,8948.000000,1985.000000,1316.000000,514.000000,2.737500,90800.000000
-116.830000,32.830000,6.000000,3123.000000,495.000000,1513.000000,480.000000,5.428800,167800.000000
-116.840000,33.010000,5.000000,5673.000000,855.000000,2592.000000,797.000000,5.415500,199200.000000
-116.840000,32.920000,20.000000,1066.000000,219.000000,536.000000,173.000000,3.160700,119300.000000
-116.840000,32.860000,16.000000,2502.000000,532.000000,1211.000000,494.000000,3.251600,202100.000000
-116.850000,34.980000,26.000000,3606.000000,792.000000,1683.000000,608.000000,2.658700,57400.000000
-116.850000,34.250000,5.000000,5806.000000,1030.000000,569.000000,219.000000,4.013200,163100.000000
-116.850000,32.830000,17.000000,4234.000000,770.000000,2191.000000,725.000000,3.644500,197600.000000
-116.860000,34.230000,13.000000,4760.000000,938.000000,309.000000,132.000000,5.461800,147800.000000
-116.860000,33.970000,11.000000,658.000000,131.000000,376.000000,120.000000,2.397700,58000.000000
-116.860000,33.840000,18.000000,521.000000,118.000000,174.000000,74.000000,2.778800,91100.000000
-116.860000,33.730000,13.000000,2604.000000,443.000000,978.000000,417.000000,2.933000,170700.000000
-116.860000,33.050000,17.000000,9044.000000,1689.000000,5030.000000,1596.000000,3.634800,164500.000000
-116.860000,33.020000,17.000000,401.000000,68.000000,251.000000,69.000000,4.651800,170200.000000
-116.860000,32.870000,17.000000,5799.000000,921.000000,2630.000000,843.000000,5.052400,285400.000000
-116.860000,32.800000,19.000000,1747.000000,291.000000,848.000000,290.000000,4.875000,187200.000000
-116.870000,33.940000,35.000000,4448.000000,906.000000,2736.000000,843.000000,2.218000,73400.000000
-116.870000,33.930000,32.000000,3141.000000,812.000000,2589.000000,721.000000,1.455600,54600.000000
-116.870000,33.760000,5.000000,4116.000000,761.000000,1714.000000,717.000000,2.561200,130800.000000
-116.870000,33.570000,12.000000,1153.000000,265.000000,446.000000,195.000000,3.038000,128100.000000
-116.870000,32.750000,15.000000,2053.000000,321.000000,993.000000,309.000000,5.516400,248900.000000
-116.870000,32.720000,13.000000,3268.000000,491.000000,1431.000000,503.000000,5.765200,259900.000000
-116.880000,34.250000,11.000000,1089.000000,198.000000,230.000000,90.000000,4.964300,176000.000000
-116.880000,34.240000,13.000000,4137.000000,796.000000,573.000000,218.000000,4.639400,226500.000000
-116.880000,34.190000,38.000000,898.000000,259.000000,106.000000,52.000000,1.687500,225000.000000
-116.880000,34.080000,52.000000,3419.000000,777.000000,710.000000,265.000000,3.902800,128600.000000
-116.880000,33.930000,37.000000,1495.000000,429.000000,865.000000,342.000000,1.218800,55000.000000
-116.880000,33.740000,20.000000,3111.000000,623.000000,1000.000000,508.000000,1.598200,140000.000000
-116.880000,33.050000,11.000000,7217.000000,1583.000000,4197.000000,1502.000000,2.882700,166700.000000
-116.880000,33.020000,16.000000,3204.000000,541.000000,1818.000000,529.000000,5.259600,171500.000000
-116.880000,32.860000,9.000000,3049.000000,471.000000,1527.000000,515.000000,5.073300,196600.000000
-116.890000,33.930000,29.000000,4549.000000,916.000000,2494.000000,912.000000,2.097600,72600.000000
-116.890000,33.920000,10.000000,2653.000000,621.000000,1967.000000,598.000000,2.664300,81000.000000
-116.890000,33.860000,2.000000,6900.000000,1238.000000,1950.000000,980.000000,3.041700,146300.000000
-116.890000,33.750000,23.000000,2719.000000,538.000000,930.000000,485.000000,2.015400,81700.000000
-116.890000,33.480000,14.000000,1016.000000,219.000000,443.000000,169.000000,2.807100,137500.000000
-116.890000,32.990000,14.000000,2816.000000,501.000000,1448.000000,452.000000,5.027800,210900.000000
-116.890000,32.850000,16.000000,1743.000000,333.000000,652.000000,322.000000,2.890600,158300.000000
-116.890000,32.850000,15.000000,3560.000000,593.000000,1757.000000,574.000000,5.118500,185300.000000
-116.890000,32.670000,9.000000,2652.000000,393.000000,1355.000000,362.000000,6.257800,293100.000000
-116.900000,34.690000,10.000000,337.000000,102.000000,108.000000,50.000000,0.499900,55000.000000
-116.900000,34.520000,20.000000,3481.000000,840.000000,1694.000000,587.000000,1.400000,77700.000000
-116.900000,34.250000,16.000000,3018.000000,523.000000,556.000000,244.000000,3.528800,189700.000000
-116.900000,33.980000,30.000000,3915.000000,672.000000,1820.000000,643.000000,3.633900,98600.000000
-116.900000,33.930000,34.000000,3183.000000,738.000000,1820.000000,647.000000,2.232100,71800.000000
-116.900000,33.740000,14.000000,2281.000000,426.000000,894.000000,430.000000,2.371200,127900.000000
-116.900000,33.650000,15.000000,652.000000,149.000000,248.000000,97.000000,2.107100,93800.000000
-116.900000,33.220000,11.000000,4132.000000,773.000000,2012.000000,703.000000,3.190600,234500.000000
-116.900000,33.030000,11.000000,3213.000000,634.000000,1975.000000,579.000000,3.475000,167200.000000
-116.900000,32.900000,19.000000,3090.000000,552.000000,1621.000000,520.000000,4.080600,189200.000000
-116.900000,32.840000,18.000000,4215.000000,810.000000,2104.000000,773.000000,4.087300,146900.000000
-116.900000,32.840000,18.000000,3612.000000,737.000000,1864.000000,713.000000,2.706900,153800.000000
-116.900000,32.790000,21.000000,3770.000000,491.000000,1410.000000,446.000000,6.768500,294700.000000
-116.900000,32.770000,8.000000,3600.000000,492.000000,1421.000000,482.000000,6.260900,307100.000000
-116.910000,34.000000,18.000000,553.000000,100.000000,215.000000,82.000000,5.500000,193800.000000
-116.910000,33.750000,13.000000,10886.000000,2127.000000,4266.000000,1955.000000,2.316900,123400.000000
-116.910000,33.710000,19.000000,6807.000000,1164.000000,2703.000000,1055.000000,3.159100,189700.000000
-116.910000,32.870000,14.000000,3048.000000,597.000000,1690.000000,576.000000,4.381800,147100.000000
-116.910000,32.860000,15.000000,3153.000000,628.000000,1633.000000,527.000000,3.689800,131000.000000
-116.910000,32.860000,10.000000,3699.000000,838.000000,2310.000000,759.000000,2.536500,139500.000000
-116.910000,32.850000,21.000000,4152.000000,703.000000,2255.000000,697.000000,4.509600,159500.000000
-116.910000,32.830000,16.000000,5203.000000,898.000000,2515.000000,862.000000,4.105000,174400.000000
-116.910000,32.820000,14.000000,1978.000000,424.000000,1085.000000,387.000000,3.807300,170100.000000
-116.910000,32.810000,22.000000,4331.000000,637.000000,1952.000000,654.000000,5.483400,232000.000000
-116.910000,32.800000,32.000000,1943.000000,287.000000,1081.000000,292.000000,5.684600,208800.000000
-116.910000,32.780000,15.000000,4058.000000,511.000000,1580.000000,473.000000,7.500000,316400.000000
-116.910000,32.730000,8.000000,4630.000000,624.000000,2048.000000,575.000000,6.474500,300300.000000
-116.920000,33.630000,18.000000,397.000000,89.000000,239.000000,80.000000,2.812500,143800.000000
-116.920000,32.850000,23.000000,1378.000000,269.000000,767.000000,266.000000,4.062500,145000.000000
-116.920000,32.840000,16.000000,4675.000000,834.000000,2188.000000,817.000000,4.667400,178000.000000
-116.920000,32.820000,34.000000,1765.000000,284.000000,772.000000,282.000000,5.011800,165300.000000
-116.920000,32.820000,17.000000,2492.000000,494.000000,1278.000000,439.000000,2.887500,155700.000000
-116.920000,32.820000,16.000000,2784.000000,468.000000,1458.000000,465.000000,4.004800,184600.000000
-116.920000,32.800000,33.000000,1518.000000,268.000000,857.000000,272.000000,3.558600,160400.000000
-116.920000,32.780000,21.000000,4192.000000,752.000000,2101.000000,710.000000,4.430600,159100.000000
-116.920000,32.760000,9.000000,1859.000000,307.000000,947.000000,304.000000,5.920200,181300.000000
-116.930000,33.930000,13.000000,7804.000000,1594.000000,3297.000000,1469.000000,2.054900,95600.000000
-116.930000,33.750000,14.000000,6027.000000,1148.000000,3136.000000,1036.000000,2.964000,121500.000000
-116.930000,33.740000,15.000000,3757.000000,666.000000,1693.000000,654.000000,3.680600,112800.000000
-116.930000,33.060000,16.000000,3490.000000,545.000000,1628.000000,535.000000,4.883600,239900.000000
-116.930000,32.870000,17.000000,3722.000000,670.000000,1561.000000,604.000000,3.602700,211900.000000
-116.930000,32.850000,5.000000,4116.000000,990.000000,2770.000000,905.000000,3.114200,150000.000000
-116.930000,32.850000,15.000000,3273.000000,895.000000,1872.000000,842.000000,2.538800,119000.000000
-116.930000,32.830000,21.000000,1283.000000,278.000000,684.000000,289.000000,2.320300,163500.000000
-116.930000,32.820000,26.000000,4129.000000,714.000000,1820.000000,718.000000,4.258600,171000.000000
-116.930000,32.810000,18.000000,2447.000000,466.000000,1573.000000,472.000000,2.642900,125400.000000
-116.930000,32.790000,23.000000,5759.000000,1258.000000,3108.000000,1202.000000,3.092700,140600.000000
-116.930000,32.790000,19.000000,3354.000000,699.000000,1948.000000,682.000000,3.019200,142300.000000
-116.940000,34.400000,20.000000,6541.000000,1401.000000,2631.000000,980.000000,2.133900,78500.000000
-116.940000,34.240000,27.000000,12342.000000,2630.000000,1300.000000,566.000000,1.998000,153500.000000
-116.940000,33.770000,14.000000,7240.000000,1410.000000,2708.000000,1240.000000,2.414500,137600.000000
-116.940000,33.740000,19.000000,2901.000000,445.000000,1414.000000,475.000000,4.640600,118900.000000
-116.940000,33.730000,17.000000,5160.000000,851.000000,2344.000000,781.000000,3.717500,120000.000000
-116.940000,32.890000,24.000000,2541.000000,381.000000,1078.000000,372.000000,5.254200,227800.000000
-116.940000,32.870000,24.000000,2824.000000,441.000000,1480.000000,471.000000,5.261400,177200.000000
-116.940000,32.840000,32.000000,1607.000000,253.000000,778.000000,262.000000,4.527800,166300.000000
-116.940000,32.830000,38.000000,1701.000000,317.000000,872.000000,304.000000,3.783100,147800.000000
-116.940000,32.820000,35.000000,1737.000000,285.000000,826.000000,294.000000,3.241100,159200.000000
-116.940000,32.800000,28.000000,3042.000000,729.000000,1964.000000,703.000000,2.414100,137500.000000
-116.940000,32.800000,21.000000,7906.000000,2292.000000,4868.000000,2117.000000,1.893700,109800.000000
-116.940000,32.780000,17.000000,13559.000000,2656.000000,6990.000000,2533.000000,3.434000,193200.000000
-116.940000,32.750000,4.000000,14934.000000,2479.000000,6945.000000,2418.000000,5.122100,229700.000000
-116.950000,33.970000,14.000000,5320.000000,974.000000,1947.000000,843.000000,3.139300,116300.000000
-116.950000,33.790000,8.000000,10997.000000,2205.000000,5060.000000,1949.000000,2.197900,95300.000000
-116.950000,33.780000,24.000000,3409.000000,804.000000,1939.000000,739.000000,1.730300,74000.000000
-116.950000,33.760000,10.000000,6890.000000,1702.000000,3141.000000,1451.000000,1.707900,95900.000000
-116.950000,33.750000,23.000000,4676.000000,1096.000000,2770.000000,1057.000000,1.784700,109500.000000
-116.950000,33.750000,19.000000,2238.000000,573.000000,1190.000000,507.000000,2.071400,85800.000000
-116.950000,33.740000,20.000000,2233.000000,431.000000,1024.000000,399.000000,2.455400,89400.000000
-116.950000,33.740000,18.000000,1996.000000,405.000000,1270.000000,400.000000,2.708300,91200.000000
-116.950000,33.730000,21.000000,4587.000000,810.000000,2233.000000,765.000000,3.237100,94500.000000
-116.950000,33.680000,11.000000,1183.000000,178.000000,543.000000,147.000000,4.479200,173900.000000
-116.950000,33.310000,16.000000,2921.000000,639.000000,1838.000000,540.000000,2.239300,117000.000000
-116.950000,32.960000,18.000000,2087.000000,353.000000,992.000000,329.000000,4.500000,222600.000000
-116.950000,32.840000,31.000000,1307.000000,245.000000,752.000000,231.000000,3.428600,129400.000000
-116.950000,32.830000,14.000000,12517.000000,2506.000000,6389.000000,2333.000000,3.308100,168700.000000
-116.950000,32.820000,18.000000,3038.000000,592.000000,1904.000000,595.000000,3.802400,144900.000000
-116.950000,32.820000,12.000000,5535.000000,1434.000000,3112.000000,1262.000000,2.594900,108300.000000
-116.950000,32.810000,31.000000,1277.000000,293.000000,698.000000,237.000000,3.110600,147700.000000
-116.950000,32.810000,15.000000,2619.000000,599.000000,1513.000000,537.000000,2.543000,100000.000000
-116.950000,32.790000,19.000000,11391.000000,3093.000000,7178.000000,2905.000000,2.032600,123200.000000
-116.950000,32.780000,33.000000,2432.000000,443.000000,1147.000000,427.000000,3.390600,138100.000000
-116.950000,32.780000,20.000000,3425.000000,448.000000,1489.000000,443.000000,6.255200,296400.000000
-116.950000,32.770000,25.000000,3308.000000,421.000000,1201.000000,414.000000,6.319100,303400.000000
-116.950000,32.760000,13.000000,5543.000000,857.000000,2074.000000,737.000000,4.952800,266200.000000
-116.950000,32.730000,17.000000,1635.000000,272.000000,960.000000,279.000000,5.267100,157100.000000
-116.960000,34.940000,20.000000,2355.000000,467.000000,1198.000000,428.000000,3.993400,88500.000000
-116.960000,34.830000,30.000000,1211.000000,289.000000,611.000000,230.000000,1.666700,44700.000000
-116.960000,33.940000,22.000000,1999.000000,497.000000,1304.000000,479.000000,1.406300,81900.000000
-116.960000,33.790000,21.000000,2990.000000,691.000000,2108.000000,660.000000,2.013500,83000.000000
-116.960000,33.750000,35.000000,3269.000000,757.000000,2328.000000,705.000000,2.589800,76300.000000
-116.960000,33.740000,19.000000,3649.000000,755.000000,1717.000000,696.000000,2.211500,87600.000000
-116.960000,33.730000,20.000000,4735.000000,973.000000,2306.000000,904.000000,3.069000,87000.000000
-116.960000,32.900000,16.000000,3047.000000,495.000000,1507.000000,499.000000,5.300800,186500.000000
-116.960000,32.870000,17.000000,4713.000000,740.000000,2531.000000,723.000000,4.828600,158500.000000
-116.960000,32.860000,14.000000,3064.000000,496.000000,1681.000000,503.000000,4.434700,160300.000000
-116.960000,32.850000,11.000000,9724.000000,1796.000000,5247.000000,1777.000000,4.171600,166100.000000
-116.960000,32.810000,8.000000,2378.000000,638.000000,1410.000000,623.000000,2.909700,152500.000000
-116.960000,32.800000,25.000000,3421.000000,803.000000,1681.000000,742.000000,3.369000,134400.000000
-116.960000,32.800000,19.000000,4574.000000,1152.000000,3045.000000,1057.000000,2.065000,124100.000000
-116.960000,32.800000,16.000000,3920.000000,1094.000000,2612.000000,1023.000000,1.329100,120800.000000
-116.960000,32.790000,35.000000,1081.000000,266.000000,691.000000,259.000000,2.632400,133700.000000
-116.960000,32.790000,19.000000,3008.000000,693.000000,2341.000000,689.000000,2.608700,123800.000000
-116.960000,32.790000,17.000000,5236.000000,1325.000000,3308.000000,1233.000000,2.322100,138800.000000
-116.960000,32.780000,26.000000,2807.000000,630.000000,1785.000000,580.000000,2.163800,132800.000000
-116.970000,33.960000,12.000000,5876.000000,1222.000000,2992.000000,1151.000000,2.432200,112100.000000
-116.970000,33.940000,29.000000,3197.000000,632.000000,1722.000000,603.000000,3.043200,91200.000000
-116.970000,33.930000,29.000000,2793.000000,722.000000,1583.000000,626.000000,1.424000,73200.000000
-116.970000,33.780000,24.000000,2680.000000,606.000000,1728.000000,527.000000,2.535000,74800.000000
-116.970000,33.740000,31.000000,2712.000000,628.000000,1519.000000,629.000000,1.942000,86200.000000
-116.970000,33.740000,20.000000,3674.000000,792.000000,1498.000000,758.000000,2.216100,76900.000000
-116.970000,33.130000,10.000000,5149.000000,851.000000,2177.000000,783.000000,6.795700,287500.000000
-116.970000,32.830000,23.000000,149.000000,32.000000,101.000000,34.000000,2.645800,112500.000000
-116.970000,32.800000,15.000000,3927.000000,1018.000000,2204.000000,977.000000,2.436700,111400.000000
-116.970000,32.790000,32.000000,1255.000000,338.000000,782.000000,302.000000,2.663500,113600.000000
-116.970000,32.790000,19.000000,4108.000000,1101.000000,2971.000000,1006.000000,1.989300,112500.000000
-116.970000,32.780000,37.000000,1255.000000,238.000000,671.000000,278.000000,3.701900,138600.000000
-116.970000,32.780000,35.000000,1113.000000,236.000000,681.000000,246.000000,2.978400,136400.000000
-116.970000,32.780000,26.000000,8902.000000,1413.000000,3941.000000,1387.000000,4.794300,226900.000000
-116.970000,32.760000,33.000000,3071.000000,466.000000,1348.000000,513.000000,6.176800,228900.000000
-116.970000,32.760000,26.000000,2460.000000,313.000000,838.000000,299.000000,5.987800,270700.000000
-116.970000,32.750000,28.000000,3519.000000,583.000000,1720.000000,590.000000,4.797300,186900.000000
-116.970000,32.740000,14.000000,7410.000000,1344.000000,3597.000000,1274.000000,4.219200,176100.000000
-116.970000,32.650000,4.000000,16450.000000,2833.000000,7985.000000,2683.000000,5.663100,233400.000000
-116.970000,32.560000,23.000000,1262.000000,294.000000,5176.000000,275.000000,2.562500,153300.000000
-116.980000,34.130000,16.000000,2098.000000,449.000000,342.000000,143.000000,4.033300,133900.000000
-116.980000,34.070000,21.000000,739.000000,125.000000,199.000000,82.000000,4.895800,117500.000000
-116.980000,34.050000,6.000000,2290.000000,312.000000,957.000000,274.000000,7.270800,316700.000000
-116.980000,33.940000,27.000000,3459.000000,640.000000,1760.000000,654.000000,3.454500,89800.000000
-116.980000,33.930000,40.000000,2277.000000,498.000000,1391.000000,453.000000,1.947200,73200.000000
-116.980000,33.930000,33.000000,376.000000,83.000000,267.000000,88.000000,2.158100,68300.000000
-116.980000,33.830000,15.000000,2228.000000,472.000000,653.000000,350.000000,2.683000,139300.000000
-116.980000,33.770000,12.000000,5829.000000,1309.000000,2711.000000,1118.000000,1.970700,107900.000000
-116.980000,33.740000,25.000000,4952.000000,1062.000000,1589.000000,1024.000000,1.844600,85700.000000
-116.980000,32.880000,12.000000,7320.000000,1279.000000,4048.000000,1249.000000,4.395200,151700.000000
-116.980000,32.860000,19.000000,2121.000000,341.000000,1236.000000,353.000000,4.771700,153200.000000
-116.980000,32.860000,16.000000,7718.000000,1423.000000,4383.000000,1394.000000,4.069300,146400.000000
-116.980000,32.850000,12.000000,3570.000000,713.000000,3321.000000,666.000000,4.088200,134500.000000
-116.980000,32.800000,28.000000,5721.000000,1029.000000,2672.000000,1054.000000,3.963000,164400.000000
-116.980000,32.790000,32.000000,3756.000000,662.000000,1611.000000,598.000000,3.866700,189700.000000
-116.980000,32.770000,29.000000,3558.000000,447.000000,1097.000000,445.000000,8.093000,379600.000000
-116.980000,32.750000,25.000000,4137.000000,662.000000,1905.000000,630.000000,4.375000,214000.000000
-116.980000,32.750000,18.000000,1519.000000,369.000000,802.000000,347.000000,2.988600,170800.000000
-116.980000,32.740000,24.000000,977.000000,147.000000,454.000000,169.000000,4.928600,173700.000000
-116.980000,32.740000,16.000000,3361.000000,537.000000,1754.000000,578.000000,5.109800,162300.000000
-116.980000,32.730000,16.000000,952.000000,143.000000,530.000000,143.000000,5.086400,175300.000000
-116.980000,32.720000,4.000000,1078.000000,158.000000,571.000000,184.000000,4.666700,223300.000000
-116.980000,32.710000,18.000000,2355.000000,444.000000,1277.000000,433.000000,3.455100,121400.000000
-116.990000,34.890000,24.000000,2741.000000,577.000000,1551.000000,522.000000,3.474000,70500.000000
-116.990000,34.880000,23.000000,6060.000000,1165.000000,2920.000000,1072.000000,3.152800,69000.000000
-116.990000,34.300000,29.000000,5055.000000,1036.000000,410.000000,191.000000,3.510400,157100.000000
-116.990000,33.990000,22.000000,4227.000000,658.000000,1849.000000,619.000000,4.735600,195900.000000
-116.990000,33.920000,26.000000,503.000000,69.000000,293.000000,59.000000,3.708300,147500.000000
-116.990000,33.770000,7.000000,10352.000000,2007.000000,3559.000000,1689.000000,2.292500,113100.000000
-116.990000,33.760000,12.000000,7626.000000,1704.000000,2823.000000,1554.000000,2.172200,69400.000000
-116.990000,33.750000,18.000000,9601.000000,2401.000000,4002.000000,2106.000000,1.436600,77000.000000
-116.990000,33.730000,13.000000,16148.000000,3474.000000,6159.000000,3232.000000,1.996100,97800.000000
-116.990000,33.460000,13.000000,1614.000000,410.000000,846.000000,270.000000,2.830000,43000.000000
-116.990000,32.960000,17.000000,5509.000000,866.000000,2748.000000,817.000000,4.885400,181300.000000
-116.990000,32.850000,32.000000,5211.000000,949.000000,3025.000000,948.000000,4.093100,134200.000000
